-1,11,3,3,83,11,60,15,96,17,95,58,48,89,32,83,93,41,13,53,69,93,51,72,34,85,16,32,22,26,23,32,29,88,10,21,55,71,14,81,72,94,82,15,38,20,81,46,18,84,71,31,39,50,18,42,68,32,17,61,13,74,26,40,73,47,26,83,59,29,68,69,21,70,62,66,87,93,25,72,68,63,1,9,94,30,67,17,46,11
11,-1,72,43,32,4,63,2,59,2,42,17,76,34,59,80,85,39,53,79,2,81,44,62,76,99,69,33,18,49,44,96,66,20,8,24,7,93,84,71,66,28,94,1,26,83,91,38,38,61,94,76,78,25,82,50,12,2,69,98,51,17,13,83,50,44,63,32,92,75,96,94,55,78,16,26,62,29,64,69,84,3,31,4,52,62,21,2,20,74
3,72,-1,59,52,71,10,71,78,23,71,88,63,59,5,11,90,91,46,36,84,81,50,73,61,63,45,82,9,57,5,85,87,2,94,28,95,63,17,6,72,15,11,46,12,8,35,31,26,43,78,37,51,46,10,10,67,26,31,81,56,49,59,36,66,50,54,88,13,23,10,69,69,1,96,62,7,95,43,25,89,7,46,22,82,2,64,15,83,44
3,43,59,-1,39,33,55,8,46,48,76,82,39,1,77,32,68,34,20,73,70,97,90,87,71,56,97,81,27,12,14,20,34,44,4,54,26,49,13,42,34,12,51,55,28,84,41,98,56,4,7,89,59,67,58,35,44,87,37,26,5,92,45,27,30,96,24,26,14,43,82,84,2,81,41,34,1,20,35,89,30,41,93,59,28,66,68,38,62,79
83,32,52,39,-1,53,17,85,54,62,58,61,44,19,37,53,49,73,18,54,3,85,31,21,89,36,45,61,37,82,88,7,42,19,25,41,5,24,12,2,85,20,71,47,36,3,32,47,13,48,25,6,8,94,10,62,77,16,20,90,51,46,13,25,41,77,45,10,15,66,97,86,85,22,81,68,53,58,78,47,87,51,90,4,92,16,30,17,91,52
11,4,71,33,53,-1,50,47,43,15,14,85,34,50,43,93,61,53,64,91,71,21,91,14,45,20,54,73,63,36,20,88,31,14,84,70,1,17,67,29,51,96,51,26,26,9,57,72,58,35,65,18,90,98,9,22,93,20,87,49,23,56,21,38,92,74,95,13,66,99,34,65,72,98,27,59,37,18,85,17,29,54,52,1,1,39,21,91,36,57
60,63,10,55,17,50,-1,36,48,65,18,47,82,21,37,82,32,90,67,86,17,88,10,72,82,97,41,7,45,28,38,30,32,31,17,99,58,99,3,23,35,50,55,23,70,98,23,71,39,47,10,92,44,17,87,52,64,56,71,43,73,61,87,83,19,32,8,16,16,29,52,2,4,59,33,45,40,60,44,79,23,32,83,85,40,11,56,87,73,61
15,2,71,8,85,47,36,-1,90,31,11,22,40,38,45,4,8,79,51,38,45,53,47,86,85,27,96,38,77,93,98,96,49,99,31,98,51,2,62,11,15,39,51,92,40,11,68,46,66,82,15,22,52,43,74,46,88,9,98,65,43,70,93,85,48,20,77,65,65,34,5,16,92,98,6,51,88,15,42,3,11,49,47,36,89,4,70,90,8,11
96,59,78,46,54,43,48,90,-1,34,34,89,10,63,47,35,16,91,81,90,50,53,94,79,64,20,24,90,66,78,71,86,9,73,28,39,18,93,9,57,35,68,73,29,97,12,56,53,28,26,48,15,81,16,9,8,49,38,34,90,86,24,95,20,27,59,91,40,83,43,99,13,61,76,2,81,91,88,3,26,74,83,78,4,89,62,88,88,12,80
17,2,23,48,62,15,65,31,34,-1,16,1,38,11,45,96,79,51,94,2,16,37,75,67,78,19,6,2,44,63,44,13,97,73,5,49,87,7,81,46,70,27,14,12,44,35,88,12,47,65,15,67,32,16,91,74,57,46,8,71,57,14,82,14,91,97,51,51,98,77,14,40,10,72,34,54,14,83,80,49,31,90,93,68,87,34,6,35,76,92
95,42,71,76,58,14,18,11,34,16,-1,49,58,73,26,93,62,81,63,40,5,13,88,13,34,77,34,76,77,98,38,4,51,33,94,23,9,6,30,84,57,24,73,86,42,99,78,46,1,22,52,47,9,11,91,34,79,4,81,7,49,4,85,69,94,67,33,42,63,76,7,60,15,32,69,80,43,52,26,59,36,78,79,74,56,99,20,74,15,57
58,17,88,82,61,85,47,22,89,1,49,-1,96,22,21,94,68,42,9,78,80,97,61,92,32,31,44,28,53,46,37,76,89,77,17,36,65,25,42,80,50,75,36,33,4,2,13,35,63,82,86,51,78,52,96,97,75,40,10,88,52,15,87,97,64,44,72,58,27,88,70,86,54,18,69,39,19,99,40,99,92,21,59,17,97,3,79,13,75,52
48,76,63,39,44,34,82,40,10,38,58,96,-1,2,47,67,6,93,70,44,37,73,90,86,79,73,59,36,32,46,13,38,51,34,20,82,31,61,17,32,61,18,68,68,3,34,42,16,84,90,83,2,13,8,13,99,38,78,81,31,63,26,60,45,87,3,66,45,92,2,73,15,87,56,18,45,23,35,4,86,71,97,43,84,51,65,67,95,13,72
89,34,59,1,19,50,21,38,63,11,73,22,2,-1,56,48,84,2,59,70,4,12,7,62,78,59,97,91,89,20,87,31,20,9,20,90,5,19,41,36,79,95,61,40,32,72,21,17,22,96,31,93,15,73,87,60,88,37,41,35,34,72,76,75,74,15,20,98,29,40,5,77,9,89,69,83,23,18,69,48,65,31,15,65,58,70,4,44,39,26
32,59,5,77,37,43,37,45,47,45,26,21,47,56,-1,98,51,57,6,25,84,4,82,54,56,41,88,67,19,49,44,93,26,60,13,76,21,73,21,45,28,9,98,84,41,22,10,48,65,26,59,31,9,50,46,27,31,6,58,90,75,26,32,31,23,28,11,79,12,77,63,80,13,15,31,46,68,6,8,74,15,36,71,77,42,26,21,82,99,16
83,80,11,32,53,93,82,4,35,96,93,94,67,48,98,-1,13,99,8,55,39,60,59,14,62,8,93,35,96,20,80,39,64,10,5,83,80,75,52,11,70,75,89,62,22,30,82,17,45,23,85,88,58,32,56,10,86,48,46,28,11,76,35,86,10,54,89,16,85,9,58,26,90,83,97,42,49,8,25,88,78,28,63,60,29,58,12,30,16,45
93,85,90,68,49,61,32,8,16,79,62,68,6,84,51,13,-1,41,14,45,90,55,99,99,48,23,66,22,79,32,21,38,98,19,44,81,66,60,41,41,10,19,88,7,36,28,80,1,6,21,28,49,51,40,88,46,23,98,10,97,97,88,82,14,15,7,21,76,18,16,18,18,77,85,29,23,93,61,3,68,92,58,99,83,91,30,38,11,40,91
41,39,91,34,73,53,90,79,91,51,81,42,93,2,57,99,41,-1,25,48,10,86,34,90,55,59,26,43,30,6,22,45,45,94,79,20,30,82,34,77,61,14,88,64,64,24,47,37,27,8,18,19,98,29,69,89,93,90,48,84,89,8,69,23,53,89,24,6,29,94,44,66,73,31,81,77,71,5,56,15,11,29,53,72,36,6,8,9,97,79
13,53,46,20,18,64,67,51,81,94,63,9,70,59,6,8,14,25,-1,56,6,46,93,81,18,13,15,4,48,19,46,84,82,13,20,53,38,2,87,48,28,54,45,65,16,8,75,93,18,50,60,97,99,16,64,76,7,18,97,51,53,62,43,11,72,12,57,58,64,42,3,35,54,42,76,48,83,53,18,33,66,58,74,45,37,99,87,47,52,31
53,79,36,73,54,91,86,38,90,2,40,78,44,70,25,55,45,48,56,-1,18,17,54,56,24,60,90,76,67,25,60,78,13,13,50,60,18,6,21,14,38,75,75,45,89,6,37,89,59,51,12,4,76,66,6,70,78,62,72,29,96,40,28,9,41,33,20,24,64,5,11,90,15,90,36,71,55,10,60,39,52,44,37,20,14,1,30,36,99,3
69,2,84,70,3,71,17,45,50,16,5,80,37,4,84,39,90,10,6,18,-1,15,92,40,66,11,78,15,74,93,39,12,39,14,47,62,37,94,22,21,70,26,28,91,5,8,88,10,66,81,91,45,71,85,80,36,67,6,12,78,24,78,76,6,28,26,63,52,55,88,28,72,36,51,46,61,27,62,27,51,62,90,86,71,22,2,32,13,79,26
93,81,81,97,85,21,88,53,53,37,13,97,73,12,4,60,55,86,46,17,15,-1,84,88,40,61,3,3,93,65,53,68,46,34,59,3,20,17,91,33,12,80,4,81,37,54,66,49,37,63,97,96,70,97,58,95,98,41,84,44,69,79,45,59,6,43,57,22,4,54,91,82,75,24,84,69,42,67,83,44,48,9,17,76,78,95,42,61,71,34
51,44,50,90,31,91,10,47,94,75,88,61,90,7,82,59,99,34,93,54,92,84,-1,48,56,40,74,34,54,65,47,97,55,75,3,10,82,7,12,53,95,36,69,8,5,76,47,44,81,50,67,18,55,79,38,28,55,46,23,64,31,31,99,32,66,16,64,10,51,65,18,64,70,41,87,81,37,43,49,11,8,34,68,74,57,14,12,27,2,64
72,62,73,87,21,14,72,86,79,67,13,92,86,62,54,14,99,90,81,56,40,88,48,-1,57,5,98,40,34,33,73,19,74,86,96,79,48,9,57,43,88,36,75,28,49,47,86,37,43,6,94,60,35,11,89,18,75,11,83,96,29,84,62,2,88,16,33,66,66,41,81,45,54,24,84,35,49,76,63,59,82,92,15,31,71,21,28,69,2,40
34,76,61,71,89,45,82,85,64,78,34,32,79,78,56,62,48,55,18,24,66,40,56,57,-1,45,40,19,97,6,41,88,37,94,49,73,47,65,35,89,91,18,98,27,69,1,21,98,20,82,37,89,41,5,52,63,77,32,80,54,66,31,19,37,38,46,63,44,55,99,36,57,58,30,12,17,61,35,28,67,21,1,8,34,64,53,9,33,27,12
85,99,63,56,36,20,97,27,20,19,77,31,73,59,41,8,23,59,13,60,11,61,40,5,45,-1,24,10,5,52,25,34,31,12,40,26,70,51,73,67,35,50,57,67,59,72,32,19,68,74,10,4,82,38,14,44,85,89,28,58,26,18,46,7,7,55,43,35,21,12,23,82,70,66,5,46,91,87,43,9,3,29,73,1,81,82,93,44,32,16
16,69,45,97,45,54,41,96,24,6,34,44,59,97,88,93,66,26,15,90,78,3,74,98,40,24,-1,5,4,51,18,36,91,30,32,39,31,98,76,83,46,36,61,1,98,27,77,7,11,23,12,61,38,74,53,73,65,39,21,36,61,21,6,54,61,12,44,83,19,31,91,18,92,53,88,54,18,85,94,5,67,11,64,80,52,51,58,35,10,75
32,33,82,81,61,73,7,38,90,2,76,28,36,91,67,35,22,43,4,76,15,3,34,40,19,10,5,-1,11,3,52,39,42,28,56,54,50,76,23,35,92,70,68,90,32,94,62,43,88,14,50,61,42,86,74,76,87,58,23,89,94,92,4,28,24,60,80,55,67,28,47,86,26,44,10,75,2,15,75,25,77,64,36,82,24,11,20,35,89,58
22,18,9,27,37,63,45,77,66,44,77,53,32,89,19,96,79,30,48,67,74,93,54,34,97,5,4,11,-1,10,24,98,52,80,54,10,34,35,22,56,19,66,75,93,57,7,58,42,49,63,65,76,61,35,16,76,33,77,65,78,32,26,92,85,57,78,17,57,16,43,16,65,5,99,33,76,29,91,56,93,25,47,60,40,67,61,27,63,62,50
26,49,57,12,82,36,28,93,78,63,98,46,46,20,49,20,32,6,19,25,93,65,65,33,6,52,51,3,10,-1,46,13,99,16,98,20,18,68,99,82,30,48,12,38,95,93,41,27,76,84,57,87,14,55,73,36,86,44,66,80,52,40,46,46,22,89,74,90,72,72,56,97,11,39,87,22,96,78,3,93,12,21,43,26,99,69,59,72,27,10
23,44,5,14,88,20,38,98,71,44,38,37,13,87,44,80,21,22,46,60,39,53,47,73,41,25,18,52,24,46,-1,63,46,56,51,75,14,67,93,90,13,65,84,59,96,20,25,11,70,29,42,59,63,15,49,32,24,45,51,23,2,84,74,75,4,9,26,65,26,40,23,7,78,11,29,39,65,93,87,67,47,36,97,84,19,43,73,71,25,51
32,96,85,20,7,88,30,96,86,13,4,76,38,31,93,39,38,45,84,78,12,68,97,19,88,34,36,39,98,13,63,-1,24,85,9,3,92,23,28,30,46,33,9,75,12,89,28,14,10,62,70,39,63,88,56,75,18,79,11,94,39,57,13,61,61,10,79,54,57,62,2,42,35,54,10,44,56,44,38,62,42,45,51,96,25,43,84,12,10,6
