-1,15,62,36,78,2,98,96,3,85,95,72,4,83,95,26,68,82,40,87,4,93,71,47,88,29,27,79,9,9,82,11,70,90,87,83,80,12,53,80,42,54,82,73,87,13,43,88,44,61,98,3,61,58,15,75,65,17,70,57,57,99,5,79,39,22,77,49,74,91,88,59,52,6,61,5,83,92,49,8,48,30,88,20,1,81,71,88,53,87,15,50,80,20,96,38,8,90,92,34,39,17,60,12,91,53,10,36,70,49,82,3,5,85,83,69,23,41,23,67,14,99,59,95,79,99,92,95,44,62,68,33,20,37,15,92,60,20,40,54,49,4,53,99,64,70,10,75,2,60,95,31,92,29,51,41,5,61,41,14,3,47,79,68,17,41,87,57,85,60,21,55,95,94,36,8,8,54,42,76,32,43,68,87,42,13,77,18,46,56,97,37,65,48,30,19,4,79,55,88,43,4,69,6,65,61,81,32,55,83,90,82,65,34,41,53,20,90,25,94,50,1,44,70,94,95,70,9,41,74,54,44,57,52,75,19,15,95,76,27,60,76,47,74,52,31,76,70,55,36,39,14,89,47,57,67,38,45,85,77,94,42,21,14,83,43,6,41,50,13,98,17,25,70,26,92,65,67,46,7,31,86,29,65,81,63,1,88,20,23,11,20,94,9,16,60,27,51,6,50,24,81,52,4,90,14,62,26,6,8,97,55,16,75,88,82,54,17,48,79,84,22,20,83,52,6,91,62,17,20,96,51,15,73,43,2,77,46,30,3,61,90,57,42,59,23,95,77,71,26,43,77,57,44,40,88,62,65,99,99,12,14,10,90,52,13,26,40,41,78,57,86,29,51,41,16,51,91,10,94,7,76,7,93,85,39,74,89,93,87,56,7,4,45,41,84,6,66,53,85
15,-1,43,35,52,43,84,46,15,18,51,17,34,98,89,50,62,17,68,55,9,47,99,72,14,21,49,96,57,49,36,7,1,22,57,57,52,52,6,46,8,77,71,48,22,42,25,46,99,64,9,18,54,10,30,47,28,45,17,22,47,96,97,96,36,25,59,65,75,81,24,47,44,8,20,51,72,22,80,50,78,35,1,35,57,6,62,29,69,99,72,8,97,21,98,24,32,16,53,1,26,80,1,32,47,57,1,97,52,59,52,21,29,60,97,17,50,16,25,59,71,83,92,6,58,86,39,43,56,71,21,10,38,99,27,41,14,96,31,28,34,68,71,60,92,71,2,71,93,36,80,7,96,13,36,20,14,33,96,73,24,87,10,56,66,20,29,4,45,22,35,93,10,42,19,71,43,2,60,9,25,56,99,24,87,63,96,16,88,37,25,59,44,20,2,35,93,90,35,78,63,18,18,86,85,37,35,51,43,19,9,93,49,32,82,96,99,45,29,54,72,77,97,30,88,46,40,9,11,34,26,99,46,76,32,74,90,76,10,70,35,43,53,93,73,79,10,28,71,61,56,1,3,82,85,76,73,23,54,87,7,20,75,25,79,54,94,94,91,39,27,59,92,70,29,93,70,39,28,8,31,62,9,41,93,37,31,96,43,36,17,89,65,70,58,23,23,23,26,6,3,36,74,72,75,45,38,74,15,68,79,41,16,62,94,39,28,13,62,67,44,89,60,50,68,5,73,7,22,85,86,40,31,2,87,41,6,49,94,46,96,63,53,89,52,36,67,62,36,76,25,88,72,53,46,7,90,67,12,66,85,59,96,24,98,73,83,11,24,16,65,10,37,39,43,6,81,75,42,25,83,22,75,72,55,13,82,28,6,25,67,64,68,93,80,89,65,84,23,1
62,43,-1,7,21,39,90,64,87,58,72,85,19,95,21,50,68,36,26,50,39,40,36,4,86,67,68,68,63,49,24,2,11,3,44,42,28,54,90,97,28,79,61,94,75,94,24,51,72,16,71,56,98,88,22,79,37,23,92,6,66,92,27,55,16,51,26,11,93,23,85,47,11,34,22,9,12,14,93,4,53,92,77,61,92,88,15,85,35,79,11,14,62,19,99,84,69,64,25,71,5,72,43,19,92,17,8,80,62,4,24,87,5,42,88,41,23,10,78,24,65,49,92,47,95,39,53,39,36,40,59,20,36,43,93,63,99,76,54,57,79,80,94,6,97,86,98,57,96,82,21,65,95,73,7,74,28,92,5,90,48,75,31,26,10,75,99,65,57,90,80,47,60,2,44,59,13,69,97,95,11,81,97,71,2,55,64,82,30,31,37,50,21,93,39,85,24,10,88,15,66,87,54,9,38,36,59,45,33,81,72,88,87,4,89,1,10,74,41,90,82,83,71,92,39,84,24,34,85,9,53,93,54,91,95,24,24,77,80,29,77,24,76,21,70,40,59,35,15,95,53,10,45,16,71,76,33,75,66,78,46,2,15,28,16,89,40,50,67,65,88,62,45,40,79,1,24,96,59,90,74,9,12,15,87,5,94,57,6,29,4,40,8,64,82,12,12,28,44,33,85,63,37,66,2,83,94,7,30,40,6,50,31,31,73,67,80,53,93,82,19,64,99,64,37,31,87,84,45,53,13,56,95,63,52,8,99,68,78,78,75,15,19,49,22,62,47,81,53,30,69,73,86,31,52,62,8,12,16,33,66,79,45,88,63,22,58,9,77,77,64,71,86,59,18,94,97,97,49,87,50,23,52,53,89,63,31,29,8,22,48,39,66,58,92,8,32,24,78,54
36,35,7,-1,63,20,30,13,14,67,68,95,22,21,80,34,67,10,26,30,44,42,98,23,40,51,39,76,83,93,92,26,15,30,13,47,62,72,76,39,18,93,76,65,60,7,98,50,19,43,92,74,43,45,34,51,35,15,58,98,81,87,83,37,63,51,41,36,74,98,52,2,26,55,24,47,36,41,62,19,27,80,30,39,7,20,33,82,96,92,4,18,42,17,30,12,71,4,42,8,96,86,17,11,91,36,16,42,34,83,78,38,68,53,11,8,15,69,97,96,30,98,86,40,30,80,80,96,93,72,7,63,70,37,84,56,15,78,6,5,29,6,57,9,93,24,99,34,92,67,66,90,11,80,51,36,82,21,29,16,19,45,54,56,33,83,63,28,48,54,28,92,61,16,82,3,66,47,28,38,70,89,71,5,35,48,73,23,70,19,43,33,10,76,42,12,18,78,4,24,40,38,34,9,68,60,73,74,16,14,3,69,43,13,29,18,40,2,71,58,32,68,35,37,73,88,88,49,20,13,74,82,85,34,46,85,48,43,35,54,11,51,97,30,56,12,73,88,26,44,55,74,77,84,28,11,93,79,85,57,60,20,74,18,99,6,91,47,54,80,64,98,33,37,73,51,44,21,76,32,95,63,56,25,4,31,74,63,53,43,3,80,66,70,22,18,62,78,37,45,98,79,64,55,86,26,54,20,12,84,60,52,37,78,34,9,62,85,33,59,49,57,9,51,84,31,3,41,45,49,33,97,26,85,95,96,71,87,60,40,25,44,39,89,94,23,95,98,94,65,22,35,43,48,19,8,48,34,9,6,79,83,10,51,21,60,15,14,26,25,61,27,60,65,69,5,62,34,67,95,46,44,82,54,15,99,3,6,84,85,57,25,36,77,15,96,72,4,2,88
78,52,21,63,-1,75,49,61,9,80,45,46,17,42,13,47,25,85,83,29,41,32,22,83,88,52,52,68,94,20,92,60,22,74,46,90,58,70,70,89,65,37,53,34,85,74,81,37,97,82,63,9,24,49,96,81,21,43,3,43,75,72,78,27,30,82,31,53,75,29,77,31,6,7,11,8,74,18,52,67,32,48,75,80,77,29,62,75,76,52,64,68,92,68,41,72,54,70,7,68,74,11,74,63,6,74,34,25,51,28,61,30,95,47,86,16,30,25,93,72,29,59,93,88,80,89,36,23,20,1,85,77,87,72,97,76,38,51,44,58,15,96,78,98,35,91,18,37,61,19,92,9,95,14,75,97,27,75,31,76,21,13,93,15,54,15,52,44,5,1,57,96,62,34,89,67,90,78,30,6,83,69,75,54,10,10,25,15,37,57,90,25,86,29,33,92,96,82,95,32,84,96,34,58,51,82,94,61,96,78,8,45,66,69,92,74,49,52,39,57,19,96,91,52,35,60,23,35,90,24,45,71,7,60,18,5,88,31,9,43,19,64,5,18,23,70,84,12,8,36,23,1,55,71,9,99,73,38,39,8,49,95,57,46,96,56,19,69,37,86,58,16,20,69,53,79,71,28,23,36,12,79,34,96,97,94,78,87,93,40,4,29,19,90,95,91,66,29,25,88,77,38,6,31,15,71,26,94,32,32,87,10,27,13,76,65,87,94,65,65,6,15,83,40,85,87,6,45,82,75,93,88,43,9,99,8,87,31,54,57,61,40,29,10,33,68,33,77,47,10,10,65,98,96,97,67,15,20,84,46,77,83,2,40,28,55,50,68,41,68,37,59,12,80,57,80,44,41,33,79,73,28,2,76,95,44,91,70,16,75,95,73,82,92,32,42,42,82,57,5
2,43,39,20,75,-1,44,77,81,43,65,85,63,90,86,15,4,49,90,80,89,81,67,84,63,72,71,87,56,41,34,71,21,91,99,18,77,16,44,91,76,80,91,59,1,89,93,31,34,16,80,22,95,54,39,81,47,75,80,55,18,28,44,56,53,23,24,85,61,86,29,41,22,12,72,13,28,65,17,79,44,78,69,69,91,89,50,65,86,12,9,99,71,26,35,64,92,2,4,22,57,79,14,52,41,39,36,83,49,72,68,42,53,13,76,16,91,79,49,58,43,36,98,51,15,60,76,65,48,33,79,12,85,93,88,89,36,63,54,85,67,75,73,12,54,91,99,25,40,17,91,34,79,15,63,97,86,8,51,79,23,76,29,20,37,72,55,27,42,5,88,37,55,89,23,87,50,16,77,75,47,98,17,82,5,46,38,54,73,18,36,33,18,51,65,3,88,47,32,11,96,52,48,76,65,6,86,49,39,85,77,39,66,7,5,73,54,15,70,10,31,58,5,83,37,97,63,38,84,22,34,56,49,40,26,84,51,82,95,28,99,95,47,91,51,13,90,5,60,34,85,54,64,6,48,69,45,66,21,52,14,37,89,44,41,35,42,63,8,86,50,27,8,52,27,3,43,56,76,75,17,11,85,92,9,90,43,32,11,19,89,76,6,97,35,18,2,57,82,56,90,87,49,91,13,29,17,20,78,50,4,25,35,45,82,35,74,90,83,34,72,21,15,56,26,89,93,23,18,75,21,51,43,48,17,82,41,44,98,48,16,58,83,23,8,60,58,92,67,82,48,57,84,86,65,88,98,47,75,52,58,45,43,2,35,23,83,4,40,24,7,80,89,42,84,63,72,72,47,60,28,78,57,49,81,86,46,35,64,29,5,99,56,88,76,55,61,37,52,17
98,84,90,30,49,44,-1,3,89,71,46,56,25,32,64,71,89,60,99,57,37,31,59,34,62,84,60,12,12,84,63,17,26,13,89,73,91,77,97,31,24,47,8,87,72,6,75,27,10,84,18,87,45,13,20,55,59,45,9,14,44,29,6,70,47,24,46,76,22,70,69,60,84,9,50,93,36,15,76,13,71,85,74,69,71,15,69,31,88,40,28,45,19,75,44,52,29,45,49,3,78,63,99,77,35,18,2,82,68,82,56,1,13,7,13,48,4,64,92,57,42,39,1,52,8,17,53,97,24,2,47,74,42,27,96,40,57,15,93,57,20,3,26,79,64,37,92,72,19,85,32,7,2,76,14,70,37,65,89,80,44,24,50,63,59,80,28,9,30,74,45,28,28,53,3,21,33,79,77,12,15,70,10,33,12,70,37,26,24,6,91,28,23,30,49,68,38,30,52,50,64,66,22,4,18,80,54,82,4,2,22,62,66,53,31,54,42,57,57,3,89,80,16,72,49,16,38,88,14,33,15,11,65,53,49,76,40,14,77,59,4,70,86,12,54,81,15,42,30,24,67,84,91,64,91,12,54,34,87,52,19,11,65,54,49,61,97,86,41,38,76,40,69,93,2,40,30,18,28,12,38,16,8,97,37,25,27,13,62,8,24,62,56,51,45,16,66,6,66,51,49,47,7,12,51,31,1,82,90,14,70,60,53,93,49,90,75,1,66,65,7,12,77,37,97,24,85,29,44,36,70,39,21,70,67,4,67,95,19,6,58,50,48,6,51,89,97,40,39,95,86,58,41,79,80,42,62,15,65,65,81,8,10,66,2,99,12,75,43,60,29,52,3,90,34,8,85,41,6,28,91,74,92,82,36,41,94,37,2,54,41,46,12,82,51,59,74,44,88,74
96,46,64,13,61,77,3,-1,49,6,7,65,15,58,43,4,97,12,63,83,85,45,90,37,83,46,47,45,96,95,20,87,86,62,32,33,99,27,39,94,92,6,1,50,8,5,61,87,19,92,45,97,97,7,72,11,32,73,87,14,6,85,61,17,84,79,33,3,18,33,32,31,66,37,24,24,61,26,84,68,85,12,22,22,79,53,30,41,6,37,4,62,80,67,56,75,5,85,69,88,46,72,89,26,65,77,18,93,82,56,47,6,48,67,23,15,76,13,64,59,68,25,29,89,22,70,17,27,53,60,98,41,42,40,82,5,91,32,48,97,62,70,86,2,93,77,38,92,99,83,61,93,17,5,55,8,98,53,57,3,9,23,75,57,88,91,52,53,48,58,46,45,91,85,85,19,86,79,81,27,4,11,39,36,98,91,6,49,23,83,58,52,89,92,76,6,17,5,4,92,67,6,39,91,63,62,68,97,50,52,19,3,64,10,26,82,22,96,11,73,47,13,46,11,52,37,25,96,38,34,25,44,7,6,75,8,16,61,87,82,91,59,50,35,29,17,27,15,83,97,46,18,87,53,48,99,50,65,86,27,72,83,54,77,66,30,25,65,62,61,12,50,52,39,61,85,95,27,75,23,93,35,92,93,8,15,3,23,91,78,85,10,45,90,72,90,71,38,11,34,76,75,34,50,22,82,68,16,71,91,4,64,74,54,90,56,13,82,29,81,63,95,63,76,76,12,98,79,42,48,49,55,84,22,17,71,70,24,51,2,76,24,90,49,54,21,75,20,2,24,84,76,62,25,87,80,85,17,33,18,62,15,79,41,83,65,83,55,34,49,42,42,12,97,16,82,49,39,91,53,26,60,14,89,32,11,38,10,33,6,53,1,86,88,23,69,7,93,10,90
3,15,87,14,9,81,89,49,-1,8,85,53,4,64,50,53,74,42,69,1,69,65,95,44,2,45,22,74,83,44,44,5,39,25,83,20,35,47,81,86,19,56,94,18,18,53,16,64,39,59,39,79,3,53,45,78,62,37,97,44,26,69,13,19,39,95,61,60,7,52,69,16,22,72,72,71,81,28,38,33,98,69,28,33,3,47,46,80,94,13,13,66,62,39,46,1,44,16,29,98,78,95,61,13,19,22,69,60,53,39,59,38,91,42,49,28,49,75,79,16,46,36,65,15,55,8,75,4,95,73,74,42,16,15,64,7,64,74,5,96,56,43,69,6,38,13,14,56,44,38,24,30,16,85,63,81,4,51,57,47,85,17,13,56,62,61,27,93,56,44,23,27,62,30,59,89,56,68,71,34,7,66,24,77,53,29,98,51,18,95,4,13,44,35,7,56,22,89,53,66,85,99,44,6,49,75,64,87,34,22,10,87,78,57,60,86,13,66,83,36,81,55,67,75,9,83,80,93,61,87,56,52,8,32,92,10,25,58,5,76,57,16,46,58,90,64,47,18,92,63,97,6,58,51,69,91,99,71,73,11,46,31,5,29,34,44,62,28,50,43,66,22,18,89,93,36,56,59,54,66,51,25,73,14,93,14,66,37,36,92,1,52,61,39,89,41,92,94,34,46,54,83,15,21,15,50,44,64,51,85,25,13,72,55,59,37,34,65,41,81,43,27,30,8,39,42,45,58,75,21,73,22,86,27,74,55,56,17,98,94,17,60,50,72,78,51,81,81,61,25,76,87,82,23,77,41,13,85,98,86,4,50,48,38,82,34,26,21,88,57,42,41,66,55,99,62,28,40,28,28,84,63,78,2,63,45,98,57,39,35,64,88,34,20,47,4,75,11,57,60
85,18,58,67,80,43,71,6,8,-1,44,51,74,30,95,89,37,46,43,46,21,11,94,84,4,90,69,43,71,15,61,28,43,38,67,90,13,27,10,29,23,65,32,56,39,92,32,80,21,92,28,61,20,30,59,82,95,94,18,46,48,17,92,18,31,20,35,76,1,80,26,73,8,74,70,38,49,3,96,43,93,29,14,47,88,15,1,28,24,48,35,65,85,5,57,35,7,41,15,22,97,54,65,10,91,85,57,39,86,60,4,3,33,56,94,36,57,24,69,66,48,65,34,45,72,44,42,31,72,99,3,9,49,50,17,77,36,6,25,87,71,67,92,7,49,57,63,25,58,55,40,55,17,98,20,77,74,80,15,21,12,55,31,95,57,21,29,99,28,71,49,92,7,84,86,56,15,91,77,72,62,39,29,13,22,57,33,43,24,75,68,5,26,93,18,24,8,88,55,89,22,8,39,77,44,18,79,47,2,5,87,40,96,27,62,88,6,25,97,1,56,25,76,79,84,77,32,10,41,30,1,10,42,64,3,73,25,5,52,53,48,17,44,41,94,51,7,22,53,99,52,16,26,87,7,20,36,94,83,76,30,56,44,40,98,3,4,77,96,1,57,49,32,30,84,74,32,61,60,62,59,61,19,87,5,31,44,54,73,14,45,94,90,15,53,58,43,37,42,50,86,22,21,27,1,26,54,59,57,1,1,66,96,96,86,53,94,76,25,19,29,25,26,17,20,38,38,58,95,65,2,68,53,37,33,73,91,68,77,4,25,42,50,58,75,42,32,3,50,94,25,52,19,18,66,28,73,35,74,24,39,18,18,53,27,98,14,51,34,58,74,13,80,14,99,72,20,7,51,69,73,90,32,35,87,44,82,96,37,52,98,8,27,29,95,16,46,78,96,64
